Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor.1,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics.1,HDMI Port,Ethernet,Battery_Life,Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info,reviewDescription
Asus,EeeBook E203NA-FD026T,asus,13990.0,2099,0,0,0,0,0,https://gadgets.ndtv.com/asus-eeebook-e203na-fd026t-6385,,2GB,11.60-inch,No,Star Grey,Windows 10 Home,No,E203NA-FD026T,Intel Celeron Dual Core N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 ac,0.9,286.00 x 193.00 x 16.90,4.1,3.0,EeeBook,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Asus E203NA-FD026T Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Star Grey, 11.6 inch)",Yes,2,Touchpad,2 x USB 3.0,2MB,Yes,Yes,,,No,,,6,,,,This large pack of batteries is a cheap alternative to buying other brand names and are particularly useful for gaming. The battery life is every bit as good as the brand name batteries as well. I use these batteries for frequent gaming to power my controller and headset.
Asus,VivoBook S S410UQ,asus,49757.0,2100,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-s-s410uq-7662,,8GB,14.00-inch,256GB,Grey,Windows 10,No,S S410UQ,Intel Core i7 8th Gen 8550U,Nvidia GeForce GTX 940MX,,No,1920x1080 pixels,802.11 ac,1.3,326.00 x 226.00 x 18.00,4.2,4.0,VivoBook,Yes,No,1.8 GHz,Nvidia GeForce GTX 940MX,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",8MB,Yes,Yes,SDXC Card Reader,,,,,6,DDR4,16GB,{'VGA Port': 'Yes'},Good deal for rechargeable. They all work and seem to preform well.
Asus,ROG GL552VW-DH71,asus,141512.0,2101,14,6,20,6,54,https://gadgets.ndtv.com/asus-rog-gl552vw-dh71-6998#gallery,309,16GB,15.00-inch,No,Metalic,Windows 10,1TB,GL552VW-DH71,Intel Core i7 6th Gen 6700HQ,,,No,1920x1080 pixels,802.11 b/g/n,2.59,385.00 x 255.00 x 32.40,4.0,3.0,ROG,Yes,No,,,"Asus Rog GL552VW-DH71 Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Metalic, 15 inch)",Yes,4,Touchpad,,6MB,Yes,,,Yes,,Standard,,6,,32GB,"{'RAM Slots': '1', 'VGA Port': 'Yes'}",Good batteries at a good price
Asus,VivoBook E203NAH-FD081T,asus,21990.0,2102,100,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-e203nah-fd081t-7995#gallery,,2GB,11.60-inch,No,White,Windows 10,500GB,E203NAH-FD081T,Intel Celeron Dual Core 7th Gen N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,1.88,190.50 x 250.00 x 43.70,4.0,2.0,VivoBook,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Asus Vivobook E203NAH-FD081T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, White, 11.6 inch)",Yes,3,Touchpad,2 x USB 3.0,2MB,,Yes,,,No,,,10,,,,They seem to have some good staying power and are cheaper than most other brands. I highly recommend as this box lasts quite a few months with the kids mainly using these for xbox controllers.
Asus,R542UQ-DM251T,asus,45990.0,2103,26,6,18,12,39,https://gadgets.ndtv.com/asus-r542uq-dm251t-6598#gallery,155,8GB,15.60-inch,No,Dark Grey,Windows 10 Home,No,R542UQ-DM251T,Intel Core i5 8th Gen 8250U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 b/g/n,,,4.2,4.0,,Yes,No,1.6 GHz,Nvidia GeForce 940MX,"Asus R542UQ-DM251T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Dark Grey, 15.6 inch)",Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,Yes,SD Card Reader,Yes,,,,6,GDDR3,,{'RAM Slots': '2'},These batteries are a good value and work well. I have used them in the past and would recommend them to all.
HP,15-DA0296TU,hp,30899.0,2104,0,0,0,0,100,https://gadgets.ndtv.com/hp-15-da0296tu-8540,,4GB,15.60-inch,No,Black,DOS,1TB,15-DA0296TU,Intel Core i3 7th Gen 7020U,Intel Integrated HD Graphics 620,No,No,1366x768 pixels,802.11 b/g/n,1.77,376.00 x 246.00 x 22.50,4.2,3.0,,Yes,No,2.3 GHz,Intel Integrated HD Graphics 620,"HP 15-DA0296TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,3,Touchpad,1 x USB 2.0,3MB,Yes,,,Yes,No,,10/100/1000 Base T,6,,,,A friend advised me to buy my batteries from Amazon. Her family swears by them. I am now using them and agree they are a good buy for the money and I am not worried about running out of batteries or running out to have to buy them.
Dell,Inspiron 15 Pro,dell,49757.0,2105,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-15-pro-6199,,8GB,15.60-inch,No,Silver,Windows 10,1TB,15 Pro,AMD Core i7,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.62,384.90 x 274.73 x 25.44,4.2,3.0,Inspiron,Yes,No,,Nvidia GeForce GTX 1050 Ti,,Yes,6,Touchpad,3 x USB 3.0,,Yes,Stereo Speakers,1 Micro SD Card Reader,Yes,,,Gigabit Ethernet,6,DDR5,32GB,"{'RAM Slots': '2', 'Headphone and Mic Combo Jack': 'Yes'}","Batteries are pretty much of a commodity as long as they do what they're supposed to do, so I ordered these based on their price -- much cheaper than what you can buy in a store. And these batteries seem to last as long as any of the name brands. A good value."
HP,Envy 13-AD126TU,hp,77995.0,2106,27,0,13,7,53,https://gadgets.ndtv.com/hp-envy-13-ad126tu-6897,15,8GB,13.30-inch,256GB,Gold,Windows 10 Home,No,13-AD126TU,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.32,305.31 x 215.65 x 13.97,4.2,4.0,Envy,Yes,Yes,1.6 GHz,Intel Integrated UHD Graphics 620,"HP Envy 13-AD126TU Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold)",Yes,6,Touchpad,,6MB,Yes,Yes,,,No,,,6,,,"{'RAM Slots': '1', 'VGA Port': 'Yes'}",These Amazon batteries seem like a good value.
Asus,ZenBook UX391UA-ET012T,asus,96000.0,2107,50,0,50,0,0,https://gadgets.ndtv.com/asus-zenbook-ux391ua-et012t-8229,2,16GB,13.30-inch,512GB,Blue,Windows 10,No,UX391UA-ET012T,Intel Core i7 8th Gen 8550U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.05,311.00 x 213.00 x 12.90,4.2,3.0,ZenBook,Yes,No,1.8 GHz,Intel Integrated UHD Graphics 620,"Asus ZenBook S UX391UA-ET012T Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Blue, 13.3 inch)",Yes,4,Touchpad,,8MB,Yes,Yes,,,No,,,6,,,,Everyone needs AA batteries. These are fine and a great price!
Asus,A555LF-XX302T,asus,44900.0,2108,100,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx302t-5827,,4GB,15.60-inch,No,Matte Red,Windows 10,1TB,A555LF-XX302T,Intel Core i5 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,,Yes,No,2.1 GHz,Nvidia GeForce 930M,"Asus A555LF-XX302T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Matte Red, 15.6 inch)",,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3,DDR3,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Burst Clock Speed': '3.9 GHz', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '6GB', 'Model Name': 'ROG Strix SCAR II', 'Material': 'Aluminium', 'Refresh Rate': '120Hz'}","so many batteries, so little money. A great deal"
Lenovo,IdeaPad Y 320,lenovo,49757.0,2109,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-y-320-6747,,8GB,15.60-inch,No,Black,Windows 10,2TB,Y 320,Intel Core i7 6th Gen 6006U,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 ac,2.2,378.00 x 260.00 x 22.90,4.1,3.0,IdeaPad,Yes,No,2.7 GHz,Intel Integrated HD Graphics 520,,Yes,2,Touchpad,,4MB,Yes,,Yes,Yes,No,Standard,,6,,,,Works great for everyday AA battery needs
HP,15-BW523AU,hp,22790.0,2110,23,8,23,8,38,https://gadgets.ndtv.com/hp-15-bw523au-6241,13,4GB,15.60-inch,No,Smoke Grey,Windows 10 Home,500GB,15-BW523AU,AMD APU Dual Core A9 9420,AMD Radeon R2,,No,1366x768 pixels,802.11 b/g/n,2.1,380.00 x 253.70 x 23.80,4.0,3.0,,Yes,No,3 GHz,AMD Radeon R2,"HP 15-BW523AU Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Smoke Grey)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",1MB,Yes,,,Yes,,,10/100/1000 Base T,6,,,,"I got tired of running back and forth to the local store to buy a small package of batteries therefore, I decided to order these since the cost for all of these batteries were approximately the same cost for 6 batteries in a pack. The price was right and the batteries are working very well. This is really a bargain."
Asus,ZenBook UX430UA,asus,49757.0,2111,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-ux430ua-7720#gallery,,8GB,14.00-inch,256GB,Royal Blue,Windows 10,No,UX430UA,Intel Core i7 7th Gen 7200U,Intel Integrated HD Graphics 620,No,No,1920x1080 pixels,802.11 b/g/n,1.25,324.00 x 225.00 x 15.90,4.0,3.0,ZenBook,Yes,No,2.5 GHz,Intel Integrated HD Graphics 620,,Yes,3,Touchpad,1 x USB 2.0,3MB,,Stereo Speakers,SD Card Reader,,No,Micro,,9,,,{'VGA Port': 'Yes'},"Great buy for the money - these batteries work very well. I've gotten them in the past. The best part is that they are so inexpensive that you can run through them, and not feel like you're running through your bank account!"
HP,Pavilion DM4-1060US,hp,49757.0,2112,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-dm4-1060us-8430,,4GB,14.00-inch,No,Grey,Windows 7,500GB,DM4-1060US,Intel Core i5 430M,,,No,1366x768 pixels,802.11 b/g/n,1.99,340.87 x 228.09 x 24.89,,3.0,Pavilion,,,2.26 GHz,,,,6,Touchpad,3 x USB 2.0,,Yes,Yes,,Yes,,Standard,10/100/1000 Base T,6,DDR3,,{'RAM Slots': '1'},"A great deal, and the batteries have a good life to them. I will buy again when I start running low."
Asus,EeeBook E202SA-FD0003T,asus,19150.0,2113,36,7,21,7,29,https://gadgets.ndtv.com/asus-eeebook-e202sa-fd0003t-7280#gallery,14,2GB,11.60-inch,No,Dark Blue,Windows 10 Home,500GB,E202SA-FD0003T,Intel Celeron Dual Core N3050,Intel Integrated HD Graphics,No,No,,802.11 ac,1.25,297.00 x 194.00 x 21.40,4.0,3.0,EeeBook,Yes,No,1.6 GHz,Intel Integrated HD Graphics,"Asus E202SA-FD0003T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, Blue, 11.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",,,Yes,SDXC Card Reader,,No,Standard,,6,,,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}","All I buy now is AmazonBasics when it comes to batteries. They are long lasting and a great price. I have tried the AA, AAA, and 9-volt. As a cheap shopper, I am pleased with their performance and price."
Asus,X555LD-XX356D,asus,49757.0,2114,0,0,0,0,0,https://gadgets.ndtv.com/asus-x555ld-xx356d-7185,,4GB,15.60-inch,No,Red,DOS,1TB,X555LD-XX356D,Intel Core i3 4th Gen 4030U,Nvidia GeForce 840M,,No,1366x768 pixels,802.11 b/g/n/ac,2.3,258.00 x 256.00 x 382.00,4.0,3.0,,Yes,No,,Nvidia GeForce 840M,,,2,Touchpad,"1 x USB 2.0, 2 x USB 3.0",,Yes,Stereo Speakers,,Yes,,Standard,10/100/1000 Base T,6,DDR3,,"{'RAM Slots': '1', 'VGA Port': 'Yes'}","Between LeapPads, Xbox controllers and remotes, we use batteries a lot. These have held up great with a comparable lifespan to other household brands."
Dell,Inspiron 5570,dell,50999.0,2115,33,5,17,8,37,https://gadgets.ndtv.com/dell-inspiron-5570-6368,221,4GB,15.60-inch,No,Black,Windows 10,1TB,5570,Intel Core i7 8th Gen 8250U,AMD Radeon 530 Graphics,,No,1920x1080 pixels,802.11 ac,2.2,380.00 x 258.00 x 22.70,4.1,,Inspiron,Yes,No,1.6 GHz,AMD Radeon 530 Graphics,"Dell Inspiron 5570 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,3,Touchpad,,6MB,Yes,Stereo Speakers,,,,,,6,GDDR5,16GB,,I buy all my batteries here. Great long lasting batteries.
Asus,VivoBook E12 E203NAH-FD049T,asus,19190.0,2116,50,12,12,19,8,https://gadgets.ndtv.com/asus-vivobook-e12-e203nah-fd049t-6248#gallery,26,2GB,11.60-inch,No,Grey,Windows 10,500GB,E12 E203NAH-FD049T,Intel Celeron Dual Core 7th Gen N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,,286.00 x 193.30 x 21.40,4.0,2.0,VivoBook,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Asus Vivobook E12 E203NAH-FD049T Laptop (Windows 10, 2GB RAM, 500GB HDD, Intel Celeron, Grey, 11.6 inch)",Yes,3,Touchpad,2 x USB 3.0,2MB,,Yes,,,No,,,10,,,,"You know those crazy cheap batteries that are so light you practically hit yourself in the face when you pick one up These aren't those.I've already purchased a couple sets of these and have been really happy with the quality/lifespan. I'd say they're DEFINTELY comparable to the more expensive name brands. I've happily recommended them to friends and family, and it's so handy always having plenty of AA batteries, especially around birthdays and holidays!"
Asus,K555LD-XX391D,asus,51990.0,2117,50,0,0,0,50,https://gadgets.ndtv.com/asus-k555ld-xx391d-4821,2,8GB,15.60-inch,No,Blue,DOS,1TB,K555LD-XX391D,Intel Core i7 4th Gen 4510U,Intel Integrated HD Graphics 4400,No,,1366x768 pixels,802.11 b/g/n,2.3,382.00 x 256.00 x 25.30,4.0,,K Series,,No,2 GHz,Intel Integrated HD Graphics 4400,"Asus K555LD-XX391D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Blue, 15.6 inch)",,,,,,,Yes,,,No,,10/100/1000 Base T,4,,8GB,,My PS3 remote control and my television remote controls work again thanks to these AAA batteries.
Dell,Latitude 7370,dell,60990.0,2118,0,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-7370-6941,,12GB,13.30-inch,512GB,Black,Windows 10 Professional,No,7370,Intel Core M 6Y57,,,No,3200x1800 pixels,802.11 ac,1.95,277.00 x 41.90 x 7.60,4.0,3.0,Latitude,Yes,No,,,"Dell Latitude 7370 Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core m5, Black, 13.3 inch)",Yes,4,Touchpad,1 x USB 3.0,,,Yes,Yes,,,Standard,,6,,,"{'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Reader'}","As a teacher, I need tons of batteries, but I refused to spend excessive amounts on them, so I figured this was the best option! They are long-lasting, worth the money, cute (if that even matters, lol)! You won't find a deal like this in stores!I highly recommend!"
Dell,Latitude 7400 2-in-1,dell,49757.0,2119,0,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-7400-2-in-1-price-in-india-13115,,16GB,14.00-inch,256GB,Titan Grey,Windows 10,,,Intel Core i7 8th Gen 8665U,Intel Integrated HD Graphics 620,No,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,1.35,199.90 x 319.77 x 8.53,5.0,2.0,Latitude,Yes,Yes,,Intel Integrated HD Graphics 620,,,,Touchpad,"2 x USB 3.1 Gen 2 (Type A), 2 x Thunderbolt 3 (Type C)",,,Stereo Speakers,1 Micro SD Card Reader,,No,Yes,Yes,6,,,,"Ive been buying these since they started selling them. The last batch, I had one that leaked. It was in a rather expensive candle, so a heads up for those using this battery to check once in a while. Ive never had this happen before. It turned all brown on one side and could have ruined my candle if I didnt clean it out real good. The battery was only week old, used infrequently in an air conditioned home. I will still continue to buy these."
Asus,A555LF-XX302T,asus,44900.0,2120,100,0,0,0,0,https://gadgets.ndtv.com/asus-a555lf-xx302t-5827#gallery,,4GB,15.60-inch,No,Matte Red,Windows 10,1TB,A555LF-XX302T,Intel Core i5 5010U,Nvidia GeForce 930M,,No,,802.11 b/g/n,2.3,382.00 x 256.00 x 25.80,4.0,3.0,,Yes,No,2.1 GHz,Nvidia GeForce 930M,"Asus A555LF-XX302T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Matte Red, 15.6 inch)",,2,,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,3,DDR3,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'RJ11': 'Yes'}","I can only use these on those indoor flameless candles and even then, they dont last very long...a little disappointed..."
MSI,GE72MVR-7RG,msi,49757.0,2121,0,0,0,0,0,https://gadgets.ndtv.com/msi-ge72mvr-7rg-7427,,16GB,17.30-inch,256GB,Black,Windows 10 Home,No,GE72MVR-7RG,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 a/b,2.9,419.00 x 294.00 x 34.00,4.1,4.0,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1070,,Yes,6,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,,,Yes,,,,6,GDDR5,32GB,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Burst Clock Speed': '3.1 GHz', 'Backlit Keyboard': 'Yes'}","Lieutenant Dan got me these batteries. So then I got a call from him, saying we dont have to worry about batteries no more. And I said, thats good! One less thing. -Forrest"
HP,15-DC0084TX,hp,98990.0,2122,0,0,30,0,70,https://gadgets.ndtv.com/hp-15-dc0084tx-8489,10,16GB,15.60-inch,No,Black,Windows 10,No,15-DC0084TX,Intel Core i7 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 a/b/g/n/ac,,360.00 x 263.00 x 25.00,5.0,1.0,,,,2.2 GHz,Nvidia GeForce GTX 1050 Ti,"HP 15-DC0084TX Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,3,,,9MB,,2 Speakers,1 Micro SD Card Reader,Yes,,Standard,10/100/1000 Base T,6,DDR4,,{'VGA Port': 'Yes'},"A lot of batteries for the money. So far, all working well."
Asus,GL503VM-ED111T,asus,49757.0,2123,0,0,0,0,0,https://gadgets.ndtv.com/asus-gl503vm-ed111t-7820,,8GB,15.60-inch,No,Black,Windows 10,1TB,GL503VM-ED111T,Intel Core i7 7th Gen,Nvidia,,No,1920x1080 pixels,802.11 ac,2.0,,4.1,4.0,FX Series,Yes,No,2.5 GHz,Nvidia,,Yes,,Touchpad,,,Yes,,SD Card Reader,Yes,,Standard,,6,,32GB,"{'RAM Slots': '1', 'VGA Port': 'No'}",Great Batteries
Dell,Vostro M420,dell,41844.0,2124,100,0,0,0,0,https://gadgets.ndtv.com/dell-vostro-m420-6397,,4GB,15.60-inch,No,Black,DOS,No,M420,Intel Core i5 7th Gen,AMD Radeon M420,,No,1366x768 pixels,802.11 ac,2.3,51.00 x 44.00 x 16.00,4.2,3.0,Vostro,Yes,Yes,,AMD Radeon M420,"Dell Vostro M420 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,,,"1 x USB 2.0, 2 x USB 3.0",,,,SD Card Reader,Yes,,,Yes,5,DDR3L,16GB,,I happen to have remote controls in our house and this item certainly is a must in my living room.
Asus,VivoBook S14 S410UN,asus,49757.0,2125,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-s14-s410un-8287,,8GB,14.00-inch,256GB,Champagne,Windows 10,No,S14 S410UN,Intel Core i7 8250U,Intel Integrated UHD Graphics 620,No,No,1920x1080 pixels,802.11 ac,1.3,326.00 x 226.00 x 18.80,4.1,4.0,VivoBook,Yes,No,1.6 GHz,Intel Integrated UHD Graphics 620,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Yes,,,No,,,6,,16GB,"{'RAM Slots': '2', 'VGA Port': 'Yes'}","You know you need them, so why not get a bunch. I'm the battery guy for the kids toys, so I have to keep them on hand at all times!"
Dell,Inspiron 15 7577,dell,92990.0,2126,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-15-7577-8098,,8GB,15.60-inch,128GB,Black,Windows 10,No,15 7577,Intel Core i5 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.65,389.00 x 274.70 x 25.00,4.2,,Inspiron,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,"Dell Inspiron 15 7577 Laptop (Windows 10, 8GB RAM, 4000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,,6MB,Yes,Stereo Speakers,,Yes,,,,6,GDDR5,32GB,,"Worked exactly as they are supposed to, good price, good quality. lasting a nice long time, A good buy."
Asus,Adolbook 13 2021,asus,49757.0,2127,0,0,0,0,0,https://gadgets.ndtv.com/asus-adolbook-13-2021-price-in-india-98982,,16GB,13.30-inch,512GB,Psychedelic Ocean,Windows 10 Home,No,,Intel Core i5 11th Gen Core i5-1135G7,,No,,1920x1080 pixels,802.11 ac,1.2,199.90 x 304.90 x 14.90,4.1,3.0,Adolbook,Yes,No,,,,Yes,65W,Touchpad,1 x USB 2.0,,,,1 Micro SD Card Reader,,No,Yes,,6,,,{'VGA Port': 'Yes'},"This is a great purchase. My outdoor cameras on my house them. Compared to the leading namebrands, I find these to last longer. I am getting four months per pair of batteries instead of three months with my surveillance cameras."
Lenovo,300-17Isk,lenovo,49757.0,2128,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-300-17isk-7393,,8GB,17.30-inch,No,Black,Windows 10 Home,1TB,300-17Isk,Intel Core i5 6500U,,,No,1920x1080 pixels,802.11 n/ac,2.3,384.00 x 265.00 x 22.90,4.0,3.0,,Yes,No,,,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",4MB,Yes,Stereo Speakers,SD Card Reader,,,Standard,,4,DDR3,8GB,{'VGA Port': 'Yes'},"I've been buying AAA alkaline batteries in packages of four at the dollar store and thought I was getting a pretty good deal on the price, but it bothered me to have to throw away so much packaging every time I needed four batteries. Then I was checking out a fellow reviewer's profile and found a review of the AmazonBasics AAA batteries. He (or she, I can't remember) claimed these work as well or better than name brands and are even less expensive than the dollar store deals and with much less waste in the packaging.So I ordered some and his advice was right on the money. I've used them (so far) in small flashlights and in one of my TENS machines. Great performance. The price (which seems to fluctuate) is less than I was paying locally. Best of all, you get 36 batteries in a tiny cardboard box that measures 4 1/4 x 2 1/4 x 2 1/4. There are 9 sealed packages of 4 batteries each, but there's much less waste in the packaging. Amazon claims 10-year, no-leak shelf life for them, but even I use batteries faster than that.I think this is a great product at a great price and I love the packaging. Glad I stumbled onto them."
Acer,ChromeBook R11,acer,49757.0,2129,0,0,0,0,0,https://gadgets.ndtv.com/acer-chromebook-r11-6302,,4GB,11.60-inch,No,Silver,Chrome OS,32GB,R11,Intel Celeron Dual Core N3700,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n/ac,1.58,298.00 x 211.00 x 20.90,4.0,2.0,ChromeBook,Yes,Yes,1.6 GHz,Intel Integrated HD Graphics,,Yes,4,,,2MB,,,SD Card Reader,Yes,No,Standard,,8,,8GB,{'RAM Slots': '2'},"Thats a whole lot of batteries! I ordered the 48 pack of AA batteries and its so much cheaper than a much smaller branded pack from the big chain stores. They arrived packaged well and wrapped nicely, see included pictures for details. I like to keep extra batteries around because most new electronics do not have included batteries these days. I hate getting a device in the mail and scavenging the house for batteries or stealing them from the remote controls. At this price, we can all afford to keep a bunch on hand. Ive tested these on several devices so far and they appear to be comparable to brand name batteries, they last a long time and bring all my electronics to life with renewed vigor. I'll definitely be buying more in the future."
Lenovo,Legion Slim 7i,lenovo,49757.0,2130,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-legion-slim-7i-price-in-india-96839,,8GB,15.60-inch,512GB,Slate Grey,Windows 10,No,,Intel Core i5 10th Gen i5-10300H,Nvidia GeForce GTX 1650 Ti,Yes,,1920x1080 pixels,,1.8,250.00 x 356.00 x 17.90,5.0,4.0,Legion,Yes,No,,Nvidia GeForce GTX 1650 Ti,,Yes,,Touchpad,2 x Thunderbolt 3 (Type C),,,2 Speakers,4 in 1 Card Reader,,Yes,,,6,,32GB,,"of course these are no energizer bunny batteries, but for the price and amount you get, you cant beat it! They come in individual packs of 4, inside a white box to keep them in. I would recommend it"
Dell,XPS 17 9700,dell,49757.0,2131,0,0,0,0,0,https://gadgets.ndtv.com/dell-xps-17-9700-price-in-india-93714,,8GB,17.00-inch,256GB,Platinum Silver with Black Carbon Fiber Palmrest,Windows 10 Home,,9700,Intel Core i5 10th Gen i5-10300H,,,,1920x1200 pixels,802.11 a/b/g/n/ac,2.11,248.05 x 374.45 x 19.50,5.0,1.0,XPS,Yes,,,,,Yes,,Touchpad,"1 x USB 3.1 Gen 1 (Type C), 3 x Thunderbolt 3 (Type C)",8MB,,4 Speakers,Yes,,,,,6,,,,"A good deal, well packed in reusable package"
HP,15Q-BU039TU,hp,49757.0,2132,0,0,0,0,0,https://gadgets.ndtv.com/hp-15q-bu039tu-8507,,4GB,15.60-inch,No,Smoke Grey,Windows 10,1TB,15Q-BU039TU,Intel Core i3 7th Gen 7100U,Intel Integrated HD Graphics 620,No,No,1366x768 pixels,802.11 b/g/n,2.1,378.00 x 253.75 x 23.88,4.0,3.0,,Yes,No,2.4 GHz,Intel Integrated HD Graphics 620,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,,,Yes,No,,10/100/1000 Base T,6,,16GB,{'RAM Slots': '1'},During my first recharging they were leaking and wrapping was coming off. A waste of money
HP,BR104TX,hp,49757.0,2133,0,0,0,0,0,https://gadgets.ndtv.com/hp-br104tx-7960,,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,BR104TX,Intel Core i5 8th Gen 8250U,AMD Radeon 520 Graphics,,No,1920x1080 pixels,802.11 ac,2.1,380.00 x 253.75 x 23.88,4.2,3.0,,Yes,No,1.6 GHz,AMD Radeon 520 Graphics,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,,,Yes,,,10/100/1000 Base T,6,GDDR3,16GB,{'RAM Slots': '1'},TERRIBLE! Barely lasted three hours during a digital camera shoot where Duracell lasts multiple days.
